,ADJOE,WAB,EFG_O,TOR,ORB,DRB,TORD,ADJDE,EFG_D,FTRD,ADJ_T,FTR,3P_D,2P_O,3P_O,W:G
1857,105.3,-2.4,48.4,16.3,31.7,33.5,24.6,95.1,49.2,44.4,71.2,35.1,35.9,50.0,30.0,0.594
1858,106.0,-7.5,51.3,18.3,33.4,31.4,17.9,106.0,48.7,33.7,70.4,39.4,31.8,50.3,35.9,0.594
1859,105.2,-6.9,48.3,16.4,32.5,33.0,22.5,102.6,51.7,40.6,69.4,38.0,36.5,47.9,32.7,0.576
1860,96.8,-6.6,46.4,22.1,36.2,31.1,22.8,96.7,45.8,43.9,66.9,36.4,31.9,44.3,34.2,0.576
1861,102.4,-6.1,46.3,18.7,33.1,32.0,15.9,102.5,46.5,33.0,67.5,42.0,34.4,46.2,30.9,0.576
1862,106.8,-2.7,45.9,19.1,37.4,32.3,19.8,95.2,46.2,33.0,66.1,37.4,29.7,45.7,31.0,0.559
1863,109.2,-4.0,52.5,18.6,27.0,35.8,22.8,98.9,49.1,43.0,64.0,43.2,33.9,49.4,37.8,0.559
1864,104.5,-8.0,49.9,20.5,35.9,31.4,18.7,102.1,49.3,27.5,66.3,38.0,35.4,49.3,34.5,0.559
1865,105.8,-7.7,47.7,19.0,35.5,27.7,20.6,103.9,51.6,33.5,65.2,46.7,33.7,45.2,35.0,0.559
1866,96.2,-7.8,49.1,23.3,30.6,31.8,20.9,96.8,45.5,38.3,66.4,39.4,28.8,47.7,34.5,0.559
1867,98.8,-8.2,48.0,18.6,30.4,31.2,16.3,97.9,44.2,37.9,66.3,30.2,32.3,47.4,32.8,0.543
1868,95.3,-8.4,47.7,21.5,33.5,32.2,21.6,94.6,44.4,45.6,61.9,28.9,32.0,47.8,31.6,0.543
1869,108.7,1.5,50.0,18.2,28.5,36.0,20.1,93.9,45.3,31.0,65.3,36.9,31.5,49.5,34.0,0.667
1870,94.3,-4.5,51.6,19.4,24.7,27.4,19.4,96.0,45.8,28.3,58.0,39.8,34.2,48.9,38.7,0.69
1871,106.5,-3.4,53.0,16.4,26.9,34.0,20.4,100.4,47.6,28.6,67.4,36.4,29.8,49.8,39.4,0.667
1872,106.5,-4.2,52.0,20.9,37.4,27.0,15.0,102.8,47.8,30.7,61.8,40.5,33.8,51.6,35.3,0.667
1873,108.3,-0.9,47.9,20.1,36.5,28.8,17.4,96.7,46.2,34.4,63.5,42.2,31.9,48.2,31.6,0.606
1874,103.4,-6.8,51.0,19.8,31.4,35.7,22.3,105.9,52.2,29.1,63.9,38.8,33.2,48.3,37.1,0.606
1875,104.0,-2.7,51.1,19.0,24.6,26.5,19.7,94.6,48.8,25.1,62.9,33.2,34.1,48.6,36.4,0.588
1876,109.1,-5.8,52.7,19.6,34.8,33.1,19.8,104.3,50.4,32.4,66.5,34.3,33.6,48.9,38.6,0.588
1877,106.6,-6.8,48.8,18.9,34.5,33.2,20.8,102.1,48.5,41.3,66.9,43.8,31.0,46.3,35.8,0.588
1878,104.8,-4.6,48.5,16.9,29.3,29.3,21.5,96.2,50.7,34.4,66.1,31.1,35.2,46.0,36.7,0.571
1879,109.7,-0.2,52.6,19.4,34.7,31.2,17.6,96.7,43.9,30.2,67.5,41.7,32.4,52.9,34.6,0.636
1880,106.7,-1.0,49.5,20.3,32.4,32.6,18.9,97.4,47.4,35.0,71.2,35.8,32.4,48.9,33.6,0.636
1881,99.8,-1.6,47.1,22.3,36.5,31.1,20.2,96.1,46.9,39.3,67.8,44.8,33.3,49.2,26.8,0.636
1882,101.8,-6.0,48.6,20.6,34.3,28.8,20.6,99.2,46.7,33.8,62.3,44.8,32.7,48.7,32.2,0.636
1883,94.3,-6.2,46.2,21.1,33.7,36.0,22.0,97.6,44.9,38.5,68.5,40.0,29.3,45.2,32.5,0.636
1884,99.8,-6.1,48.2,22.3,35.6,29.1,19.1,99.8,46.9,35.5,66.0,45.8,34.5,48.2,32.0,0.618
1885,109.0,-2.7,56.2,18.6,22.7,34.1,26.2,94.8,47.3,41.0,59.1,31.2,33.1,56.1,37.5,0.688
1886,112.4,-2.5,51.6,17.2,33.5,32.8,18.7,95.3,45.7,33.3,67.6,36.3,32.2,51.1,34.9,0.611
1887,102.1,-3.6,52.8,18.1,30.0,25.1,18.1,94.2,44.4,35.4,60.8,28.4,32.4,52.3,35.8,0.688
1888,102.3,-5.6,50.3,19.5,29.6,32.6,21.8,98.6,46.7,40.3,62.8,35.6,34.5,48.4,35.4,0.647
1889,102.6,-1.5,47.9,19.9,32.0,32.9,22.6,89.7,45.7,32.7,61.7,33.9,31.3,47.1,33.0,0.629
1890,107.5,-1.7,52.3,18.5,28.3,30.0,18.1,96.3,46.4,26.6,66.2,35.9,33.7,52.5,34.6,0.629
1891,96.2,-5.9,49.5,20.3,26.4,29.1,24.3,91.6,46.8,43.5,63.2,33.0,30.5,48.4,34.6,0.629
1892,102.4,-7.8,48.5,20.3,34.7,33.4,21.8,98.3,47.3,44.5,67.0,35.3,33.3,47.1,34.6,0.579
1893,107.4,-1.5,51.6,18.2,28.3,27.9,20.9,90.3,44.1,31.8,60.7,31.6,31.2,48.9,38.5,0.657
1894,98.0,-0.5,50.5,20.5,34.1,25.9,22.6,88.7,42.2,35.5,60.8,40.4,29.7,50.9,32.8,0.821
1895,108.4,-4.0,54.0,17.9,27.9,38.0,25.5,103.7,51.2,43.7,65.1,34.8,31.5,55.4,35.0,0.697
1896,109.1,-2.5,50.2,17.0,32.8,27.7,19.3,95.8,48.1,37.6,71.4,36.0,33.3,50.2,33.5,0.657
1897,102.3,-4.9,46.9,18.4,37.1,35.9,20.9,98.5,45.8,42.4,63.7,41.0,30.0,47.6,29.9,0.657
1898,109.1,0.1,46.4,18.6,36.6,30.8,19.7,90.5,44.0,31.2,67.7,40.8,29.7,47.1,29.9,0.649
1899,104.3,-2.0,49.6,18.3,31.9,27.4,20.5,93.2,44.1,26.7,64.3,37.7,31.2,48.1,35.4,0.75
1900,105.0,-2.5,53.6,18.5,27.4,34.4,25.5,95.4,47.5,45.9,67.9,31.3,33.1,54.3,35.1,0.706
1901,101.4,-3.8,50.2,20.6,33.3,27.2,15.5,98.7,45.0,26.9,64.4,38.5,30.0,49.4,34.5,0.706
1902,103.8,-5.9,51.0,19.2,31.0,32.5,24.6,99.9,50.6,46.0,64.8,37.0,33.2,46.7,38.1,0.686
1903,108.8,-3.3,50.7,18.3,32.8,33.4,21.1,98.2,47.5,42.0,68.5,37.0,34.3,48.9,35.8,0.667
1904,106.1,-1.3,51.6,22.2,36.9,27.9,15.7,92.7,43.6,29.7,67.2,34.5,30.3,51.9,33.9,0.658
1905,109.4,-0.6,53.1,22.0,38.0,31.7,24.3,96.5,48.5,40.6,64.8,36.5,32.9,51.8,37.4,0.714
1906,98.9,-1.0,46.5,17.7,33.8,33.6,24.6,92.6,45.1,36.2,70.4,35.5,29.6,45.7,31.9,0.788
1907,107.3,-2.7,56.0,18.7,29.6,25.3,16.6,97.5,44.4,33.6,65.2,39.6,28.9,53.7,40.6,0.8
1908,85.2,-21.3,39.8,23.5,34.9,34.0,21.4,111.0,53.7,33.2,64.8,35.3,36.3,39.3,27.2,0.071
1909,85.2,-21.7,41.8,23.2,26.5,30.3,16.8,107.7,51.4,31.4,66.4,33.6,35.9,41.3,28.6,0.069
1910,90.4,-22.0,44.7,21.0,30.7,33.1,21.3,110.0,55.5,47.6,64.4,37.4,38.2,44.4,30.3,0.1
1911,83.3,-21.4,42.4,25.5,32.4,34.4,16.0,110.2,50.3,29.0,70.3,31.5,35.8,42.0,30.3,0.097
1912,86.6,-14.9,44.9,24.4,27.4,36.6,21.2,112.1,54.0,41.5,71.1,38.8,38.1,46.1,27.1,0.182
1913,90.9,-18.0,48.4,24.1,27.3,34.1,21.9,109.4,53.5,39.6,66.1,31.5,36.2,46.6,34.8,0.148
1914,87.4,-19.8,45.3,22.6,30.7,27.4,18.1,101.6,50.5,32.7,63.1,32.5,36.9,46.3,28.7,0.143
1915,90.4,-19.3,42.2,22.8,35.6,37.5,18.6,111.5,49.9,36.4,65.5,27.3,33.9,42.5,27.5,0.143
1916,95.1,-18.9,46.9,16.7,19.2,36.6,21.0,110.7,55.3,46.7,62.8,28.2,36.7,44.5,33.4,0.138
1917,83.7,-19.7,39.7,23.3,33.2,29.6,22.4,101.1,50.1,51.9,62.5,35.8,34.1,38.8,27.8,0.138
1918,95.4,-20.0,50.5,18.8,22.1,33.7,16.9,115.7,55.9,31.6,66.2,24.2,39.2,48.6,36.1,0.133
1919,94.6,-17.5,45.4,18.8,29.8,34.6,19.1,109.7,51.0,47.4,62.5,32.2,36.2,45.2,30.5,0.179
1920,88.8,-18.3,42.2,21.5,31.6,37.5,22.2,111.3,51.5,43.1,70.6,39.5,35.4,40.5,30.3,0.179
1921,90.5,-19.5,46.2,19.5,24.5,34.3,20.8,107.0,52.1,34.6,60.3,37.5,37.4,45.7,31.4,0.172
1922,92.1,-19.2,48.2,22.0,27.6,34.7,19.1,111.2,53.0,39.9,63.4,31.6,37.5,45.7,34.8,0.172
1923,93.3,-18.9,48.9,20.8,22.7,35.3,16.4,116.5,53.8,34.7,62.3,26.4,39.4,47.4,34.5,0.172
1924,90.4,-20.0,45.8,22.7,28.4,33.5,17.2,113.5,52.6,29.2,64.9,35.3,38.6,44.0,32.6,0.172
1925,97.7,-20.0,44.9,20.7,38.8,33.1,20.4,106.6,52.3,39.2,66.8,34.6,39.1,46.6,27.3,0.167
1926,100.7,-16.1,49.7,18.2,31.1,32.8,17.2,117.7,53.9,33.3,65.0,31.9,36.9,47.6,37.2,0.231
1927,96.7,-18.0,50.5,23.9,30.9,36.2,18.0,118.7,55.0,28.8,65.4,37.8,38.2,48.9,35.9,0.214
1928,96.7,-18.5,51.7,23.2,28.9,35.3,18.1,110.2,52.0,29.3,69.2,37.4,34.9,48.8,38.1,0.207
1929,88.6,-18.4,43.0,22.5,31.6,37.4,22.7,106.5,50.5,42.2,69.6,32.7,35.4,41.9,30.3,0.207
1930,81.2,-17.7,39.2,23.9,35.1,34.3,22.9,101.1,47.3,37.0,62.4,34.1,33.3,39.9,24.9,0.207
1931,98.6,-13.2,45.0,22.9,36.1,32.5,16.3,105.7,51.1,45.1,68.8,32.6,35.6,44.2,31.3,0.2
1932,93.7,-17.4,44.6,21.5,29.0,35.0,17.6,106.5,50.5,30.2,65.9,36.1,32.7,43.5,30.8,0.2
1933,88.1,-19.7,42.0,22.2,34.3,34.9,20.6,100.0,48.9,36.7,64.9,39.3,31.0,41.6,28.7,0.194
1934,93.5,-19.5,48.3,22.7,28.8,34.6,18.4,114.2,54.4,34.7,70.7,30.5,38.3,48.3,32.1,0.194
1935,90.4,-13.8,47.7,21.7,28.5,32.0,21.1,106.4,51.6,36.9,66.2,32.8,33.0,44.6,36.4,0.28
1936,91.9,-16.0,43.3,21.1,32.3,32.7,19.3,112.9,53.5,44.9,68.4,37.7,35.9,40.9,32.7,0.25
1937,92.5,-16.2,47.1,25.5,36.7,29.9,19.8,97.1,46.7,42.7,70.1,28.8,32.1,46.5,32.2,0.241
1938,96.1,-18.0,47.0,17.8,29.2,28.1,19.2,106.4,50.2,51.9,71.8,33.7,36.2,45.0,33.8,0.241
1939,90.6,-15.7,44.4,21.2,30.1,33.9,23.5,102.1,50.5,48.1,67.1,24.6,36.0,41.9,32.6,0.241
1940,94.8,-17.6,46.6,21.3,28.7,32.9,20.2,107.4,51.2,44.0,67.7,30.1,30.9,44.2,33.9,0.233
1941,87.7,-18.2,44.1,18.5,25.8,34.0,21.6,102.8,49.6,38.4,61.0,27.9,31.9,42.2,32.1,0.233
1942,92.1,-18.0,42.6,21.0,29.0,39.2,23.3,106.5,50.1,37.1,68.7,31.2,29.6,39.6,31.2,0.226
1943,91.6,-17.6,47.4,23.0,29.1,30.5,19.3,106.4,54.5,42.3,65.0,30.3,40.1,45.9,33.5,0.226
1944,92.1,-18.6,48.9,22.5,26.2,38.5,17.5,112.8,52.6,35.7,68.7,35.2,36.3,47.2,35.0,0.226
1945,95.1,-14.1,45.5,20.5,28.4,30.9,21.0,105.3,50.7,43.1,64.6,33.4,35.5,43.5,33.3,0.296
1946,90.9,-15.0,43.9,18.6,28.1,30.5,18.8,100.3,45.8,36.3,64.3,34.7,27.9,42.9,30.5,0.286
1947,101.4,-14.1,50.8,17.9,24.2,31.9,15.7,112.1,53.3,26.0,67.8,37.4,38.0,48.2,37.1,0.286
1948,88.1,-14.4,41.1,20.2,33.3,31.9,19.0,102.4,48.7,34.2,67.2,36.7,33.5,40.1,28.9,0.286
1949,99.9,-11.6,46.0,18.8,28.4,35.5,19.6,99.4,48.7,40.0,63.2,35.9,34.2,44.6,32.2,0.276
1950,98.9,-12.5,47.9,20.8,30.9,33.2,17.3,104.6,51.5,32.8,69.3,31.7,37.9,45.9,33.8,0.267
1951,97.1,-14.5,48.2,21.9,27.5,34.1,23.1,103.5,54.0,37.6,65.8,36.0,37.5,48.0,32.4,0.267
1952,94.1,-18.4,46.1,23.7,33.0,34.5,17.0,106.1,48.7,27.7,64.1,38.1,33.1,43.8,33.7,0.25
1953,98.1,-8.8,43.5,18.5,29.2,34.9,20.2,92.6,45.4,47.1,62.2,37.3,28.1,39.9,33.7,0.321
1954,95.0,-13.3,48.8,22.4,31.0,32.2,18.1,101.6,49.1,38.2,64.0,30.1,37.3,46.9,34.2,0.31
1955,95.9,-14.5,46.6,21.4,31.5,32.8,17.5,106.6,50.2,38.0,66.7,36.7,33.3,45.1,33.5,0.31
1956,98.1,-14.6,49.8,21.9,33.2,35.6,18.1,110.1,51.2,38.2,68.4,32.2,37.1,48.4,35.2,0.31
1957,91.0,-15.7,44.4,21.9,32.0,27.8,17.2,104.6,48.6,57.0,69.7,36.8,35.1,42.9,32.2,0.31
1958,89.2,-16.0,43.8,21.0,31.8,31.9,17.4,111.1,49.8,36.0,66.1,36.9,34.9,43.9,28.9,0.31
1959,93.5,-11.7,44.0,23.3,33.7,31.0,17.9,101.1,49.6,35.8,65.4,36.1,35.7,43.2,31.0,0.3
1960,92.1,-15.8,45.8,20.0,30.3,32.5,22.0,102.5,50.1,41.7,63.7,30.3,35.0,44.1,33.6,0.3
1961,97.1,-15.4,48.7,20.2,30.1,35.1,20.9,109.6,52.1,39.3,67.2,40.0,36.5,50.1,30.5,0.3
1962,100.0,-12.1,44.9,16.8,25.8,31.7,19.5,102.7,51.9,37.9,61.0,34.4,33.9,45.8,28.8,0.29
1963,93.3,-15.1,47.7,23.5,26.8,32.9,21.4,100.2,47.8,44.9,68.4,34.4,34.4,46.1,34.3,0.29
1964,92.6,-15.5,45.7,20.0,27.1,35.5,21.1,109.4,54.1,33.5,65.2,31.6,37.2,44.2,32.3,0.29
1965,91.1,-17.2,45.1,22.0,33.4,34.5,19.5,110.1,49.4,38.0,67.0,32.2,35.2,44.8,30.6,0.29
1966,97.0,-13.4,46.0,19.7,29.2,29.9,19.8,99.4,49.7,43.0,67.1,35.3,34.5,45.7,31.1,0.281
1967,85.4,-16.7,42.3,22.2,29.3,36.0,19.1,101.2,44.4,47.0,67.7,38.1,30.5,41.6,29.3,0.281
1968,98.7,-11.7,47.6,17.8,29.0,27.0,20.1,101.9,49.3,42.4,61.7,33.7,37.3,44.5,35.4,0.385
1969,95.6,-10.4,46.8,20.7,30.1,30.2,21.9,103.1,51.5,52.4,66.5,35.4,34.6,44.7,33.7,0.385
1970,94.7,-12.5,46.9,24.2,35.3,34.6,21.5,105.2,51.2,45.8,65.6,38.2,34.1,47.3,30.8,0.37
1971,97.6,-10.7,48.6,23.0,32.4,33.3,17.9,101.8,48.1,33.2,63.8,34.3,35.4,46.8,35.3,0.357
1972,96.4,-14.3,49.6,18.9,25.7,30.1,17.3,110.7,50.5,27.4,64.5,30.5,34.4,50.3,32.1,0.357
1973,95.8,-13.9,47.3,21.7,30.4,30.4,17.2,103.6,48.2,34.3,69.6,33.3,35.4,48.8,29.2,0.345
1974,90.2,-15.6,44.2,19.5,32.2,31.9,21.6,101.7,49.0,39.9,67.6,35.8,36.6,42.9,31.2,0.345
1975,98.4,-13.4,51.5,20.1,24.5,37.1,17.6,116.9,55.7,29.1,72.4,28.9,38.4,50.2,36.5,0.345
1976,103.6,-13.8,48.3,19.8,30.9,33.1,19.8,111.0,55.0,34.8,65.6,39.4,37.7,47.1,33.2,0.333
1977,95.7,-13.4,47.3,20.2,28.5,27.0,15.6,106.4,51.3,27.9,59.9,30.9,41.1,43.8,36.2,0.333
1978,101.5,-7.4,44.2,18.9,30.9,27.1,17.5,97.8,49.4,51.1,65.3,37.1,34.4,44.1,29.6,0.323
1979,97.0,-15.1,48.4,20.8,27.0,33.1,18.9,103.5,49.9,32.0,68.3,39.6,36.8,46.6,34.6,0.323
1980,92.7,-11.2,43.3,21.9,32.0,32.8,20.1,99.9,49.7,34.1,61.1,40.6,34.2,42.3,30.8,0.323
1981,96.4,-16.7,48.8,19.3,29.4,35.3,15.8,107.8,48.1,36.2,68.5,32.0,35.1,47.0,34.1,0.323
1982,96.1,-15.3,50.7,21.1,26.8,34.4,20.0,107.8,51.8,36.6,60.7,31.3,35.9,48.7,36.4,0.323
1983,90.7,-15.4,44.4,20.9,29.8,35.2,25.5,103.6,52.9,41.5,70.3,32.3,36.0,43.5,31.0,0.323
1984,95.7,-12.7,44.6,20.1,32.7,32.4,20.9,99.7,51.4,40.4,64.8,34.0,37.5,42.6,32.6,0.312
1985,89.8,-11.6,44.6,24.8,30.5,36.1,22.3,98.0,49.9,25.8,68.1,40.8,33.2,45.5,28.4,0.312
1986,97.7,-15.7,46.9,20.6,31.0,34.4,20.4,107.5,52.6,34.4,64.6,36.4,35.4,44.7,33.4,0.312
1987,96.0,-11.6,47.0,21.7,37.0,30.6,22.0,101.8,49.6,39.1,65.1,35.8,34.8,46.8,31.6,0.423
1988,95.9,-12.0,48.1,18.9,25.2,31.7,21.0,103.3,49.8,35.7,59.6,28.4,33.5,46.8,33.1,0.407
1989,85.7,-12.7,43.8,25.0,31.7,33.0,22.6,102.4,47.3,41.7,69.0,37.5,32.6,42.5,31.7,0.407
1990,94.3,-12.5,46.6,21.4,29.3,30.6,18.2,103.9,47.1,36.7,61.1,36.1,32.6,46.4,31.3,0.393
1991,100.5,-13.7,49.2,17.6,32.0,37.2,18.6,112.3,51.2,30.7,71.3,30.5,36.3,49.9,32.2,0.393
1992,98.8,-13.8,47.8,17.0,29.2,30.1,21.1,113.2,55.5,39.6,66.2,37.3,39.1,46.5,33.3,0.393
1993,97.0,-13.0,47.9,19.8,33.4,36.6,19.4,111.9,50.7,40.8,72.6,29.6,35.7,46.4,34.2,0.393
1994,93.7,-12.1,44.9,17.9,31.8,37.8,19.0,108.7,48.8,35.8,64.3,30.3,32.8,43.9,31.9,0.393
1995,108.3,-11.6,52.7,21.2,33.1,29.2,14.2,111.6,51.7,30.8,63.4,37.6,36.0,51.4,36.8,0.379
1996,100.8,-13.3,51.3,20.2,31.4,29.7,19.0,108.5,53.0,33.4,66.4,33.2,35.6,49.2,37.1,0.379
1997,97.9,-11.0,46.9,21.2,31.9,32.5,21.1,107.6,52.2,45.2,65.4,30.4,35.4,45.1,33.5,0.379
1998,96.2,-12.4,46.7,23.2,35.7,32.0,18.6,107.7,51.8,44.9,70.7,44.6,33.8,46.5,31.5,0.379
1999,93.8,-11.8,45.6,19.5,26.4,32.0,18.4,105.4,49.6,42.8,66.3,36.0,39.7,42.1,35.5,0.379
2000,93.7,-13.5,44.5,18.2,27.4,35.0,20.9,106.8,50.0,39.3,68.6,38.4,31.5,43.2,31.2,0.379
2001,103.1,-9.2,47.3,18.7,28.9,32.0,18.7,104.3,51.8,40.2,67.0,41.8,37.4,47.8,30.9,0.367
2002,95.4,-13.3,46.6,19.9,30.4,31.6,20.0,98.5,48.0,34.2,64.1,25.8,34.3,46.8,30.6,0.367
2003,96.0,-13.5,44.4,20.7,33.6,32.8,18.5,102.9,47.8,34.3,66.9,41.5,35.7,44.9,28.6,0.367
2004,96.1,-14.4,48.2,20.1,32.7,34.6,20.2,110.1,51.6,39.2,66.3,30.8,33.5,48.7,31.2,0.367
2005,96.5,-14.8,46.0,20.0,33.9,27.8,18.5,110.9,53.5,32.6,67.7,43.0,37.6,45.9,30.8,0.367
2006,99.3,-9.4,46.5,21.5,32.1,34.3,21.3,104.0,52.8,41.1,68.2,38.1,37.5,47.9,28.8,0.355
2007,97.3,-15.3,50.1,21.3,30.2,29.8,21.3,108.5,54.1,37.6,60.2,34.2,38.9,48.7,35.0,0.355
2008,105.6,-9.4,47.4,19.8,31.7,35.7,21.5,103.2,51.5,36.2,72.8,31.7,36.5,48.3,29.9,0.344
2009,95.8,-14.0,48.0,19.8,26.2,27.0,15.2,104.5,49.1,33.0,67.2,27.6,35.5,46.1,34.2,0.344
2010,94.9,-14.7,48.7,20.5,27.0,30.7,20.2,107.1,53.2,38.8,68.5,31.4,36.6,48.5,32.7,0.344
2011,98.9,-15.7,47.8,19.3,26.9,33.7,20.7,107.4,51.2,37.7,72.2,36.5,34.8,46.7,33.2,0.333
2012,93.0,-9.8,45.8,21.5,33.8,31.9,21.2,102.0,45.1,41.7,67.5,41.3,33.3,42.3,35.8,0.48
2013,94.3,-10.3,47.6,21.6,30.5,27.1,18.5,99.7,49.5,34.0,64.4,34.3,37.8,45.3,34.0,0.444
2014,94.7,-11.8,45.8,17.8,30.1,31.2,19.0,106.3,50.4,27.7,63.0,37.2,35.4,44.1,33.0,0.444
2015,90.5,-12.5,47.4,20.8,27.0,35.8,22.0,106.3,49.5,35.9,64.1,39.4,34.8,44.9,34.9,0.429
2016,101.5,-10.2,46.5,22.2,35.0,29.8,20.4,103.6,52.0,40.3,64.6,42.9,38.3,45.0,33.2,0.414
2017,106.1,-12.1,53.6,20.0,28.5,32.4,16.1,108.5,48.9,30.1,63.6,37.6,32.0,52.2,37.2,0.414
2018,101.2,-11.7,46.6,19.1,35.9,31.0,22.2,107.3,54.7,39.8,71.0,38.5,37.7,45.7,33.0,0.414
2019,104.2,-13.3,53.6,18.1,25.0,37.2,22.8,108.8,54.1,36.6,69.9,35.5,35.1,51.8,37.7,0.4
2020,101.5,-13.1,48.4,18.2,34.3,33.9,19.8,106.6,50.8,37.8,66.5,31.6,33.2,48.0,32.8,0.4
2021,98.3,-11.8,47.4,19.6,28.2,28.3,20.6,106.6,52.8,37.4,68.2,30.7,38.7,46.1,33.2,0.4
2022,94.2,-12.9,46.1,21.5,33.0,32.0,20.2,106.4,50.3,39.5,69.4,36.3,34.5,45.4,32.0,0.4
2023,99.8,-6.8,44.6,17.7,30.3,34.5,19.6,96.9,47.3,30.5,60.4,29.2,29.9,43.2,31.3,0.387
2024,100.2,-11.4,48.1,22.9,37.6,36.1,19.2,104.4,49.8,38.4,68.1,45.0,37.1,49.1,30.9,0.387
2025,97.4,-13.3,47.7,20.1,28.3,30.1,15.5,103.5,47.7,31.2,63.1,29.6,31.7,45.3,34.5,0.387
2026,98.8,-12.1,50.6,22.1,31.0,38.1,18.6,106.1,48.3,36.5,66.4,29.7,34.9,50.2,34.2,0.387
2027,99.6,-13.2,47.6,18.9,34.6,35.1,20.4,107.4,49.9,47.1,66.5,30.9,32.5,46.0,34.0,0.387
2028,86.5,-13.2,44.2,20.3,25.9,27.0,22.2,94.9,47.6,38.3,63.9,27.9,30.6,43.2,30.7,0.387
2029,94.6,-13.9,45.9,20.1,30.9,34.4,20.5,106.3,49.7,37.0,62.2,35.4,31.8,44.2,33.1,0.387
2030,87.1,-15.1,41.3,21.6,38.6,33.4,21.1,103.5,46.9,43.7,67.0,32.6,31.3,42.0,26.0,0.387
2031,102.5,-13.6,50.4,23.7,35.1,32.5,17.1,103.4,47.2,36.8,65.4,38.5,33.2,50.0,34.2,0.375
2032,98.4,-13.9,48.6,19.6,29.1,35.2,20.8,105.3,48.8,43.3,70.2,35.1,34.9,46.9,34.5,0.375
2033,96.0,-15.0,45.9,18.4,31.3,32.1,22.4,107.5,51.0,46.8,65.9,39.0,34.1,45.6,31.0,0.375
2034,97.3,-16.6,45.3,16.5,30.7,33.0,19.1,107.5,51.0,36.6,61.1,24.5,35.8,44.5,31.2,0.364
2035,107.0,0.8,52.9,17.9,23.3,28.4,21.1,94.5,47.3,30.6,63.8,48.1,32.5,52.6,35.6,0.75
2036,114.2,3.4,51.2,14.3,28.3,25.8,16.1,97.6,48.1,25.0,70.9,37.4,31.1,52.3,32.7,0.778
2037,112.1,-0.1,51.0,16.3,33.2,27.7,21.4,94.2,49.2,36.8,70.3,32.2,33.7,50.1,35.2,0.694
2038,111.1,0.4,50.8,16.4,32.8,29.7,19.4,94.1,45.0,45.0,67.7,39.2,29.5,51.2,33.3,0.714
2039,109.7,1.6,51.1,15.3,31.0,28.2,22.6,97.3,50.4,40.6,69.6,30.1,33.2,50.4,35.2,0.765
2040,112.1,10.0,50.6,15.7,34.3,24.2,17.9,84.1,42.3,28.6,58.4,34.9,30.8,49.7,35.2,0.882
2041,122.1,8.6,54.8,16.3,31.7,29.8,17.3,95.6,47.4,31.2,69.7,39.3,29.3,53.5,37.9,0.757
2042,115.4,5.9,53.7,16.4,33.8,29.8,19.5,95.2,47.9,37.3,72.8,38.4,34.9,54.4,34.7,0.743
2043,117.6,6.9,51.4,16.0,36.7,28.5,19.6,91.5,45.7,38.8,69.4,34.0,31.6,50.5,35.5,0.735
2044,119.3,5.9,53.6,14.0,27.3,30.8,18.7,96.4,49.1,26.7,68.3,28.6,33.8,50.9,38.4,0.722
2045,111.8,5.0,52.4,15.6,28.3,24.5,20.7,86.9,46.1,33.8,60.3,26.0,31.7,49.7,38.5,0.676
2046,120.7,7.1,52.0,16.7,37.4,25.5,16.3,97.1,50.1,26.0,72.6,28.0,38.0,51.0,35.9,0.703
2047,102.1,-4.9,52.2,17.2,25.9,28.3,20.7,102.2,51.6,30.8,69.3,30.2,35.0,48.1,38.2,0.758
2048,106.5,-1.3,49.5,21.0,37.3,32.3,19.9,92.3,44.1,26.1,60.3,37.1,31.9,49.6,32.9,0.676
2049,110.5,1.2,51.5,16.3,28.6,29.1,18.2,93.4,44.5,35.4,66.9,29.6,32.6,49.9,36.5,0.694
2050,115.2,5.6,52.0,15.3,35.5,29.4,20.2,92.1,45.2,29.1,65.4,32.5,34.4,52.1,34.5,0.833
2051,111.6,5.9,51.2,17.0,38.5,28.2,21.6,87.7,43.3,26.8,66.2,36.0,30.9,50.2,35.3,0.861
2052,114.8,2.4,53.3,17.5,33.8,25.8,19.1,93.9,45.5,41.6,69.4,32.6,32.3,50.5,38.7,0.771
2053,112.7,2.0,52.9,17.6,29.5,29.6,18.0,93.3,45.4,29.2,66.4,45.3,31.3,52.0,36.5,0.727
2054,114.0,2.1,48.1,17.1,35.6,30.3,18.9,92.0,45.6,29.1,64.6,38.0,32.6,47.3,33.3,0.647
2055,110.2,6.9,51.2,18.9,28.9,30.5,17.2,94.0,45.5,28.1,64.5,44.5,31.8,48.0,37.6,0.8
2056,113.9,2.5,54.2,17.0,33.5,32.0,21.6,93.1,46.4,27.8,66.3,34.7,32.2,53.6,37.0,0.686
2057,114.4,2.0,51.3,14.8,31.9,31.3,18.8,95.8,48.0,25.0,69.8,33.0,31.3,48.7,37.4,0.667
2058,111.6,0.4,54.0,20.5,29.2,27.3,15.9,94.9,46.7,34.7,68.1,33.5,34.6,52.9,37.3,0.571
2059,111.2,2.0,49.7,16.0,30.8,30.6,17.9,95.2,46.1,36.1,66.9,30.5,33.3,48.8,34.2,0.667
2060,118.9,8.0,56.9,19.2,37.0,26.6,14.6,94.3,42.7,30.7,68.0,35.9,33.7,55.2,40.1,0.857
2061,116.0,4.5,54.1,17.1,30.2,25.2,17.9,94.3,48.7,29.5,68.2,31.1,35.1,54.7,35.3,0.735
